@relation compressive
@attribute Cement numeric
@attribute "Blast Furnace Slag" numeric
@attribute "Fly Ash" numeric
@attribute Water numeric
@attribute Superplasticizer numeric
@attribute "Coarse Aggregate" numeric
@attribute "Fine Aggregate" numeric
@attribute Age numeric
@attribute class numeric
@attribute group {0,1}
@data
165,0.02,143.57,163.81,0,1005.6,900.9,14,16.878372,1
165,128.5,132.1,175.06,8.08,1005.8,746.6,14,33.087953,1
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,14,34.239378,1
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,14,31.812423,1
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,14,29.750889,1
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,14,33.005216,1
167,75.4,167,164.03,7.91,1007.3,770.1,14,32.901795,1
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,14,29.550941,1
190.34,0,125.18,166.61,9.88,1079,798.9,14,19.415644,1
250,0,95.69,191.84,5.33,948.9,857.2,14,24.655662,1
213.5,0,174.24,159.21,11.66,1043.6,771.9,14,29.59231,1
194.68,0,100.52,170.17,7.48,998,901.8,14,24.283345,1
251.37,0,118.27,192.94,5.75,1043.6,754.3,14,20.725649,1
165,0.02,143.57,163.81,0,1005.6,900.9,28,26.200088,1
165,128.5,132.1,175.06,8.08,1005.8,746.6,28,46.387945,0
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,28,39.162237,0
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,28,41.203086,0
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,28,33.687797,1
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,28,38.203865,0
167,75.4,167,164.03,7.91,1007.3,770.1,28,41.409929,0
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,28,37.810864,0
190.34,0,125.18,166.61,9.88,1079,798.9,28,24.848715,1
250,0,95.69,191.84,5.33,948.9,857.2,28,27.220512,1
213.5,0,174.24,159.21,11.66,1043.6,771.9,28,44.636676,0
194.68,0,100.52,170.17,7.48,998,901.8,28,37.266178,0
251.37,0,118.27,192.94,5.75,1043.6,754.3,28,33.274112,1
165,0.02,143.57,163.81,0,1005.6,900.9,56,36.562912,0
165,128.5,132.1,175.06,8.08,1005.8,746.6,56,53.72397,0
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,56,48.587374,0
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,56,51.72449,0
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,56,35.852752,0
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,56,53.772233,0
167,75.4,167,164.03,7.91,1007.3,770.1,56,53.461969,0
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,56,48.98727,0
190.34,0,125.18,166.61,9.88,1079,798.9,56,31.715896,1
250,0,95.69,191.84,5.33,948.9,857.2,56,39.64487,0
213.5,0,174.24,159.21,11.66,1043.6,771.9,56,51.255646,0
194.68,0,100.52,170.17,7.48,998,901.8,56,43.388725,0
251.37,0,118.27,192.94,5.75,1043.6,754.3,56,39.265658,0
165,0.02,143.57,163.81,0,1005.6,900.9,100,37.955654,0
165,128.5,132.1,175.06,8.08,1005.8,746.6,100,55.020185,0
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,100,49.993905,0
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,100,53.655022,0
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,100,37.679863,0
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,100,56.061294,0
167,75.4,167,164.03,7.91,1007.3,770.1,100,56.812822,0
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,100,50.938487,0
190.34,0,125.18,166.61,9.88,1079,798.9,100,33.563692,1
250,0,95.69,191.84,5.33,948.9,857.2,100,41.161717,0
213.5,0,174.24,159.21,11.66,1043.6,771.9,100,52.958652,0
194.68,0,100.52,170.17,7.48,998,901.8,100,44.278149,0
251.37,0,118.27,192.94,5.75,1043.6,754.3,100,40.148187,0
446,24,79,162,11.61,967,712,28,57.02656,0
446,24,79,162,11.64,967,712,28,44.422939,0
446,24,79,162,11.64,967,712,28,51.021224,0
446,24,79,162,10.3,967,712,28,53.386127,0
446,24,79,162,11.61,967,712,3,35.363224,0
446,24,79,162,11.64,967,712,3,25.021084,1
446,24,79,162,11.64,967,712,3,23.345657,1
446,24,79,162,11.61,967,712,7,52.007175,0
446,24,79,162,11.64,967,712,7,38.017707,0
446,24,79,162,11.64,967,712,7,39.300132,0
446,24,79,162,11.61,967,712,56,61.066889,0
446,24,79,162,11.64,967,712,56,56.144031,0
446,24,79,162,11.64,967,712,56,55.254607,0
446,24,79,162,10.3,967,712,56,54.765079,0
387,20,94,157,14.32,938,845,28,50.235221,0
387,20,94,157,13.93,938,845,28,46.68442,0
387,20,94,157,11.61,938,845,28,46.68442,0
387,20,94,157,14.32,938,845,3,22.752708,1
387,20,94,157,13.93,938,845,3,25.510612,1
387,20,94,157,11.61,938,845,3,34.770275,0
387,20,94,157,14.32,938,845,7,36.838703,0
387,20,94,157,13.93,938,845,7,45.898417,0
387,20,94,157,11.61,938,845,7,41.665035,0
387,20,94,157,14.32,938,845,56,56.337084,0
387,20,94,157,13.93,938,845,56,47.966845,0
387,20,94,157,11.61,938,845,56,61.459891,0
355,19,97,145,13.13,967,871,28,44.029937,0
355,19,97,145,12.25,967,871,28,55.454555,0
491,26,123,210,3.93,882,699,28,55.551081,0
491,26,123,201,3.93,822,699,28,57.915984,0
491,26,123,210,3.93,882,699,3,25.609109,1
491,26,123,210,3.93,882,699,7,33.488834,1
491,26,123,210,3.93,882,699,56,59.590426,0
491,26,123,201,3.93,822,699,3,29.548971,1
491,26,123,201,3.93,822,699,7,37.92118,0
491,26,123,201,3.93,822,699,56,61.855847,0
424,22,132,178,8.48,822,750,28,62.05284,0
424,22,132,178,8.48,882,750,3,32.011386,1
424,22,132,168,8.92,822,750,28,72.098505,0
424,22,132,178,8.48,822,750,7,39.004642,0
424,22,132,178,8.48,822,750,56,65.697213,0
424,22,132,168,8.92,822,750,3,32.109882,1
424,22,132,168,8.92,822,750,7,40.285098,0
424,22,132,168,8.92,822,750,56,74.364911,0
202,11,141,206,1.72,942,801,28,21.966705,1
202,11,141,206,1.72,942,801,3,9.849657,1
202,11,141,206,1.72,942,801,7,15.069975,1
202,11,141,206,1.72,942,801,56,23.245191,1
284,15,141,179,5.46,842,801,28,43.733463,0
284,15,141,179,5.46,842,801,3,13.395534,1
284,15,141,179,5.46,842,801,7,24.13166,1
284,15,141,179,5.46,842,801,56,44.52045,0
359,19,141,154,10.91,942,801,28,62.935369,0
359,19,141,154,10.91,942,801,28,59.494884,0
359,19,141,154,10.91,942,801,3,25.116626,1
359,19,141,154,10.91,942,801,3,23.639177,1
359,19,141,154,10.91,942,801,7,35.754255,0
359,19,141,154,10.91,942,801,7,38.610656,0
359,19,141,154,10.91,942,801,56,68.750607,0
359,19,141,154,10.91,942,801,56,66.780675,0
436,0,0,218,0,838.4,719.7,28,23.848975,1
289,0,0,192,0,913.2,895.3,90,32.068218,1
289,0,0,192,0,913.2,895.3,3,11.654902,1
393,0,0,192,0,940.6,785.6,3,19.199149,1
393,0,0,192,0,940.6,785.6,90,48.846617,0
393,0,0,192,0,940.6,785.6,28,39.60488,0
480,0,0,192,0,936.2,712.2,28,43.942374,0
480,0,0,192,0,936.2,712.2,7,34.569637,0
480,0,0,192,0,936.2,712.2,90,54.31554,0
480,0,0,192,0,936.2,712.2,3,24.404692,1
333,0,0,192,0,931.2,842.6,3,15.615942,1
255,0,0,192,0,889.8,945,90,21.859147,1
255,0,0,192,0,889.8,945,7,10.222171,1
289,0,0,192,0,913.2,895.3,7,14.596896,1
255,0,0,192,0,889.8,945,28,18.746163,1
333,0,0,192,0,931.2,842.6,28,31.966865,1
333,0,0,192,0,931.2,842.6,7,23.404952,1
289,0,0,192,0,913.2,895.3,28,25.573354,1
333,0,0,192,0,931.2,842.6,90,41.680203,0
393,0,0,192,0,940.6,785.6,7,27.742446,1
255,0,0,192,0,889.8,945,3,8.204075,1
158.8,238.2,0,185.7,0,1040.6,734.3,7,9.617501,1
239.6,359.4,0,185.7,0,941.6,664.3,7,25.422359,1
238.2,158.8,0,185.7,0,1040.6,734.3,7,15.691095,1
181.9,272.8,0,185.7,0,1012.4,714.3,28,27.935499,1
193.5,290.2,0,185.7,0,998.2,704.3,28,32.626694,1
255.5,170.3,0,185.7,0,1026.6,724.3,7,17.236211,1
272.8,181.9,0,185.7,0,1012.4,714.3,7,19.765208,1
239.6,359.4,0,185.7,0,941.6,664.3,28,39.435269,0
220.8,147.2,0,185.7,0,1055,744.3,28,25.745034,1
397,0,0,185.7,0,1040.6,734.3,28,33.082437,1
382.5,0,0,185.7,0,1047.8,739.3,7,24.06547,1
210.7,316.1,0,185.7,0,977,689.3,7,21.819847,1
158.8,238.2,0,185.7,0,1040.6,734.3,28,21.06625,1
295.8,0,0,185.7,0,1091.4,769.3,7,14.843729,1
255.5,170.3,0,185.7,0,1026.6,724.3,28,32.051671,1
203.5,135.7,0,185.7,0,1076.2,759.3,7,11.957582,1
397,0,0,185.7,0,1040.6,734.3,7,25.44787,1
381.4,0,0,185.7,0,1104.6,784.3,28,22.489328,1
295.8,0,0,185.7,0,1091.4,769.3,28,25.216895,1
228,342.1,0,185.7,0,955.8,674.3,28,39.699339,0
220.8,147.2,0,185.7,0,1055,744.3,7,13.089012,1
316.1,210.7,0,185.7,0,977,689.3,28,38.700288,0
135.7,203.5,0,185.7,0,1076.2,759.3,7,7.507015,1
238.1,0,0,185.7,0,1118.8,789.3,28,17.576122,1
339.2,0,0,185.7,0,1069.2,754.3,7,21.179324,1
135.7,203.5,0,185.7,0,1076.2,759.3,28,18.198719,1
193.5,290.2,0,185.7,0,998.2,704.3,7,17.200358,1
203.5,135.7,0,185.7,0,1076.2,759.3,28,22.629981,1
290.2,193.5,0,185.7,0,998.2,704.3,7,21.859147,1
181.9,272.8,0,185.7,0,1012.4,714.3,7,12.372647,1
170.3,155.5,0,185.7,0,1026.6,724.3,28,25.726418,1
210.7,316.1,0,185.7,0,977,689.3,28,37.813622,0
228,342.1,0,185.7,0,955.8,674.3,7,21.917063,1
290.2,193.5,0,185.7,0,998.2,704.3,28,33.043137,1
381.4,0,0,185.7,0,1104.6,784.3,7,14.541049,1
238.2,158.8,0,185.7,0,1040.6,734.3,28,26.913696,1
186.2,124.1,0,185.7,0,1083.4,764.3,7,7.995853,1
339.2,0,0,185.7,0,1069.2,754.3,28,31.899986,1
238.1,0,0,185.7,0,1118.8,789.3,7,10.335935,1
252.5,0,0,185.7,0,1111.6,784.3,28,19.765208,1
382.5,0,0,185.7,0,1047.8,739.3,28,37.437857,0
252.5,0,0,185.7,0,1111.6,784.3,7,11.483912,1
316.1,210.7,0,185.7,0,977,689.3,7,24.437787,1
186.2,124.1,0,185.7,0,1083.4,764.3,28,17.596806,1
170.3,155.5,0,185.7,0,1026.6,724.3,7,10.730315,1
272.8,181.9,0,185.7,0,1012.4,714.3,28,31.3815,1
339,0,0,197,0,968,781,3,13.22415,1
339,0,0,197,0,968,781,7,20.966965,1
339,0,0,197,0,968,781,14,27.041249,1
339,0,0,197,0,968,781,28,32.03995,1
339,0,0,197,0,968,781,90,35.170171,0
339,0,0,197,0,968,781,180,36.445701,0
339,0,0,197,0,968,781,365,38.893341,0
236,0,0,194,0,968,885,3,6.467285,1
236,0,0,194,0,968,885,14,12.838043,1
236,0,0,194,0,968,885,28,18.415904,1
236,0,0,194,0,968,885,90,21.946021,1
236,0,0,193,0,968,885,180,24.104081,1
236,0,0,193,0,968,885,365,25.083137,1
277,0,0,191,0,968,856,14,21.26344,1
277,0,0,191,0,968,856,28,25.965666,1
277,0,0,191,0,968,856,3,11.362564,1
277,0,0,191,0,968,856,90,31.253947,1
277,0,0,191,0,968,856,180,32.32953,1
277,0,0,191,0,968,856,360,33.701587,1
254,0,0,198,0,968,863,3,9.307926,1
254,0,0,198,0,968,863,90,26.944722,1
254,0,0,198,0,968,863,180,27.627303,1
254,0,0,198,0,968,863,365,29.785363,1
307,0,0,193,0,968,812,180,34.48759,0
307,0,0,193,0,968,812,365,36.149227,0
307,0,0,193,0,968,812,3,12.541568,1
307,0,0,193,0,968,812,28,27.530777,1
307,0,0,193,0,968,812,90,32.922479,1
236,0,0,193,0,968,885,7,9.990507,1
200,0,0,180,0,1125,845,7,7.839342,1
200,0,0,180,0,1125,845,28,12.245094,1
225,0,0,181,0,1113,833,7,11.169511,1
225,0,0,181,0,1113,833,28,17.340321,1
325,0,0,184,0,1063,783,7,17.540269,1
325,0,0,184,0,1063,783,28,30.571366,1
275,0,0,183,0,1088,808,7,14.203206,1
275,0,0,183,0,1088,808,28,24.497082,1
300,0,0,184,0,1075,795,7,15.575263,1
300,0,0,184,0,1075,795,28,26.848195,1
375,0,0,186,0,1038,758,7,26.062193,1
375,0,0,186,0,1038,758,28,38.21076,0
400,0,0,187,0,1025,745,28,43.698989,0
400,0,0,187,0,1025,745,7,30.143891,1
250,0,0,182,0,1100,820,7,12.734622,1
250,0,0,182,0,1100,820,28,20.870439,1
350,0,0,186,0,1050,770,7,20.277489,1
350,0,0,186,0,1050,770,28,34.294536,1
203.5,305.3,0,203.5,0,963.4,630,7,19.53906,1
250.2,166.8,0,203.5,0,977.6,694.1,90,47.714497,0
157,236,0,192,0,935.4,781.2,90,43.377004,0
141.3,212,0,203.5,0,971.8,748.5,28,29.892232,1
166.8,250.2,0,203.5,0,975.6,692.6,3,6.902344,1
122.6,183.9,0,203.5,0,958.2,800.1,90,33.192064,1
183.9,122.6,0,203.5,0,959.2,800,3,4.903553,1
102,153,0,192,0,887,942,3,4.565021,1
102,153,0,192,0,887,942,90,25.46097,1
122.6,183.9,0,203.5,0,958.2,800.1,28,24.290929,1
166.8,250.2,0,203.5,0,975.6,692.6,28,33.94773,1
200,133,0,192,0,965.4,806.2,3,11.414275,1
108.3,162.4,0,203.5,0,938.2,849,28,20.593959,1
305.3,203.5,0,203.5,0,965.4,631,7,25.893961,1
108.3,162.4,0,203.5,0,938.2,849,90,29.231714,1
116,173,0,192,0,909.8,891.9,90,31.023662,1
141.3,212,0,203.5,0,971.8,748.5,7,10.393851,1
157,236,0,192,0,935.4,781.2,28,33.664355,1
133,200,0,192,0,927.4,839.2,28,27.874825,1
250.2,166.8,0,203.5,0,977.6,694.1,7,19.350144,1
173,116,0,192,0,946.8,856.8,7,11.392212,1
192,288,0,192,0,929.8,716.1,3,12.788401,1
192,288,0,192,0,929.8,716.1,28,39.321506,0
153,102,0,192,0,888,943.1,3,4.782206,1
288,192,0,192,0,932,717.8,3,16.109607,1
305.3,203.5,0,203.5,0,965.4,631,28,43.377004,0
236,157,0,192,0,972.6,749.1,7,20.416074,1
173,116,0,192,0,946.8,856.8,3,6.940955,1
212,141.3,0,203.5,0,973.4,750,7,15.030577,1
236,157,0,192,0,972.6,749.1,3,13.56544,1
183.9,122.6,0,203.5,0,959.2,800,90,32.532925,1
166.8,250.2,0,203.5,0,975.6,692.6,7,15.748321,1
102,153,0,192,0,887,942,7,7.675936,1
288,192,0,192,0,932,717.8,28,38.804399,0
212,141.3,0,203.5,0,973.4,750,28,33.003837,1
102,153,0,192,0,887,942,28,17.275511,1
173,116,0,192,0,946.8,856.8,28,24.281966,1
183.9,122.6,0,203.5,0,959.2,800,28,24.046165,1
133,200,0,192,0,927.4,839.2,90,36.588423,0
192,288,0,192,0,929.8,716.1,90,50.732334,0
133,200,0,192,0,927.4,839.2,7,13.664035,1
305.3,203.5,0,203.5,0,965.4,631,3,14.143911,1
236,157,0,192,0,972.6,749.1,90,47.782066,0
108.3,162.4,0,203.5,0,938.2,849,3,2.331808,1
157,236,0,192,0,935.4,781.2,7,16.889404,1
288,192,0,192,0,932,717.8,7,23.523542,1
212,141.3,0,203.5,0,973.4,750,3,6.808576,1
212,141.3,0,203.5,0,973.4,750,90,39.700028,0
153,102,0,192,0,888,943.1,28,17.964297,1
236,157,0,192,0,972.6,749.1,28,32.884558,1
116,173,0,192,0,909.8,891.9,28,22.347986,1
183.9,122.6,0,203.5,0,959.2,800,7,10.787541,1
108.3,162.4,0,203.5,0,938.2,849,7,7.72351,1
203.5,305.3,0,203.5,0,963.4,630,28,41.68434,0
203.5,305.3,0,203.5,0,963.4,630,3,9.561653,1
133,200,0,192,0,927.4,839.2,3,6.883728,1
288,192,0,192,0,932,717.8,90,50.52687,0
200,133,0,192,0,965.4,806.2,7,17.165884,1
200,133,0,192,0,965.4,806.2,28,30.439676,1
250.2,166.8,0,203.5,0,977.6,694.1,3,9.731264,1
122.6,183.9,0,203.5,0,958.2,800.1,3,3.319827,1
153,102,0,192,0,888,943.1,90,26.322815,1
200,133,0,192,0,965.4,806.2,90,43.250829,0
116,173,0,192,0,909.8,891.9,3,6.280437,1
173,116,0,192,0,946.8,856.8,90,32.102692,1
250.2,166.8,0,203.5,0,977.6,694.1,28,36.964187,0
305.3,203.5,0,203.5,0,965.4,631,90,54.598915,0
192,288,0,192,0,929.8,716.1,7,21.480625,1
157,236,0,192,0,935.4,781.2,3,9.694722,1
153,102,0,192,0,888,943.1,7,8.374375,1
141.3,212,0,203.5,0,971.8,748.5,90,39.662107,0
116,173,0,192,0,909.8,891.9,7,10.089792,1
141.3,212,0,203.5,0,971.8,748.5,3,4.827711,1
122.6,183.9,0,203.5,0,958.2,800.1,7,10.354551,1
166.8,250.2,0,203.5,0,975.6,692.6,90,43.565231,0
203.5,305.3,0,203.5,0,963.4,630,90,51.863764,0
310,0,0,192,0,1012,830,3,11.852092,1
310,0,0,192,0,1012,830,7,17.243795,1
310,0,0,192,0,1012,830,28,27.827251,1
310,0,0,192,0,1012,830,90,35.76312,0
310,0,0,192,0,1012,830,120,38.700288,0
331,0,0,192,0,1025,821,3,14.306627,1
331,0,0,192,0,1025,821,7,17.436848,1
331,0,0,192,0,1025,821,28,31.743475,1
331,0,0,192,0,1025,821,90,37.914285,0
331,0,0,192,0,1025,821,120,39.382869,0
349,0,0,192,0,1056,809,3,15.871738,1
349,0,0,192,0,1056,809,7,9.011451,1
349,0,0,192,0,1056,809,28,33.60506,1
349,0,0,192,0,1056,809,90,40.6584,0
349,0,0,192,0,1056,809,120,40.858348,0
238,0,0,186,0,1119,789,7,12.05204,1
238,0,0,186,0,1119,789,28,17.540269,1
296,0,0,186,0,1090,769,7,18.912327,1
296,0,0,186,0,1090,769,28,25.179664,1
297,0,0,186,0,1040,734,7,30.957472,1
480,0,0,192,0,936,721,28,43.892042,0
480,0,0,192,0,936,721,90,54.275551,0
397,0,0,186,0,1040,734,28,36.935229,0
281,0,0,186,0,1104,774,7,14.49968,1
281,0,0,185,0,1104,774,28,22.435549,1
500,0,0,200,0,1125,613,1,12.638095,1
500,0,0,200,0,1125,613,3,26.062193,1
500,0,0,200,0,1125,613,7,33.212059,1
500,0,0,200,0,1125,613,14,36.935229,0
500,0,0,200,0,1125,613,28,44.09199,0
540,0,0,173,0,1125,613,7,52.613914,0
540,0,0,173,0,1125,613,14,59.76378,0
540,0,0,173,0,1125,613,28,67.306647,0
540,0,0,173,0,1125,613,90,69.65776,0
540,0,0,173,0,1125,613,180,71.622767,0
540,0,0,173,0,1125,613,270,74.166933,0
350,0,0,203,0,974,775,7,18.126324,1
350,0,0,203,0,974,775,14,22.532076,1
350,0,0,203,0,974,775,28,27.337723,1
350,0,0,203,0,974,775,56,29.978416,1
350,0,0,203,0,974,775,90,31.350474,1
350,0,0,203,0,974,775,180,32.722531,1
385,0,0,186,0,966,763,1,6.267337,1
385,0,0,186,0,966,763,3,14.699628,1
385,0,0,186,0,966,763,7,23.221552,1
385,0,0,186,0,966,763,14,27.923778,1
385,0,0,186,0,966,763,28,31.350474,1
331,0,0,192,0,978,825,180,38.996763,0
331,0,0,192,0,978,825,360,41.244454,0
349,0,0,192,0,1047,806,3,14.989208,1
331,0,0,192,0,978,825,3,13.520624,1
382,0,0,186,0,1047,739,7,24.00066,1
382,0,0,186,0,1047,739,28,37.424757,0
382,0,0,186,0,1111,784,7,11.465986,1
281,0,0,186,0,1104,774,28,22.435549,1
339,0,0,185,0,1069,754,7,21.160018,1
339,0,0,185,0,1069,754,28,31.840002,1
295,0,0,185,0,1069,769,7,14.796155,1
295,0,0,185,0,1069,769,28,25.179664,1
238,0,0,185,0,1118,789,28,17.540269,1
296,0,0,192,0,1085,765,7,14.203206,1
296,0,0,192,0,1085,765,28,21.649546,1
296,0,0,192,0,1085,765,90,29.392362,1
331,0,0,192,0,879,825,3,13.520624,1
331,0,0,192,0,978,825,7,16.264739,1
331,0,0,192,0,978,825,28,31.447,1
331,0,0,192,0,978,825,90,37.231704,0
349,0,0,192,0,1047,806,7,18.126324,1
349,0,0,192,0,1047,806,28,32.722531,1
349,0,0,192,0,1047,806,90,39.486291,0
349,0,0,192,0,1047,806,180,41.051401,0
349,0,0,192,0,1047,806,360,42.126984,0
302,0,0,203,0,974,817,14,18.126324,1
302,0,0,203,0,974,817,180,26.744774,1
525,0,0,189,0,1125,613,180,61.92184,0
500,0,0,200,0,1125,613,90,47.222211,0
500,0,0,200,0,1125,613,180,51.041908,0
500,0,0,200,0,1125,613,270,55.15808,0
540,0,0,173,0,1125,613,3,41.637456,0
252,0,0,185,0,1111,784,7,13.713678,1
252,0,0,185,0,1111,784,28,19.691435,1
339,0,0,185,0,1060,754,28,31.646948,1
393,0,0,192,0,940,758,3,19.10538,1
393,0,0,192,0,940,758,28,39.582817,0
393,0,0,192,0,940,758,90,48.794217,0
382,0,0,185,0,1047,739,7,24.00066,1
382,0,0,185,0,1047,739,28,37.424757,0
252,0,0,186,0,1111,784,7,11.465986,1
252,0,0,185,0,1111,784,28,19.691435,1
310,0,0,192,0,970,850,7,14.989208,1
310,0,0,192,0,970,850,28,27.923778,1
310,0,0,192,0,970,850,90,34.680643,0
310,0,0,192,0,970,850,180,37.328231,0
310,0,0,192,0,970,850,360,38.114233,0
525,0,0,189,0,1125,613,3,33.798114,1
525,0,0,189,0,1125,613,7,42.423458,0
525,0,0,189,0,1125,613,14,48.401215,0
525,0,0,189,0,1125,613,28,55.944083,0
525,0,0,189,0,1125,613,90,58.784724,0
525,0,0,189,0,1125,613,270,67.113594,0
322,0,0,203,0,974,800,14,20.773912,1
322,0,0,203,0,974,800,28,25.179664,1
322,0,0,203,0,974,800,180,29.585415,1
302,0,0,203,0,974,817,28,21.752968,1
397,0,0,185,0,1040,734,28,39.093289,0
480,0,0,192,0,936,721,3,24.393661,1
522,0,0,146,0,896,896,7,50.511012,0
522,0,0,146,0,896,896,28,74.98741,0
273,105,82,210,9,904,680,28,37.169651,0
162,190,148,179,19,838,741,28,33.756745,1
154,144,112,220,10,923,658,28,16.499161,1
147,115,89,202,9,860,829,28,19.987909,1
152,178,139,168,18,944,695,28,36.349175,0
310,143,111,168,22,914,651,28,33.687797,1
144,0,175,158,18,943,844,28,15.416683,1
304,140,0,214,6,895,722,28,33.418902,1
374,0,0,190,7,1013,730,28,39.051921,0
159,149,116,175,15,953,720,28,27.675567,1
153,239,0,200,6,1002,684,28,26.85509,1
310,143,0,168,10,914,804,28,45.298573,0
305,0,100,196,10,959,705,28,30.123206,1
151,0,184,167,12,991,772,28,15.568368,1
142,167,130,174,11,883,785,28,44.609097,0
298,137,107,201,6,878,655,28,53.524022,0
321,164,0,190,5,870,774,28,57.212718,0
366,187,0,191,7,824,757,28,65.907011,0
280,129,100,172,9,825,805,28,52.820756,0
252,97,76,194,8,835,821,28,33.398217,1
165,0,150,182,12,1023,729,28,18.029797,1
156,243,0,180,11,1022,698,28,37.362704,0
160,188,146,203,11,829,710,28,32.839742,1
298,0,107,186,6,879,815,28,42.637196,0
318,0,126,210,6,861,737,28,40.058556,0
287,121,94,188,9,904,696,28,41.940825,0
326,166,0,174,9,882,790,28,61.232364,0
356,0,142,193,11,801,778,28,40.865243,0
132,207,161,179,5,867,736,28,33.301691,1
322,149,0,186,8,951,709,28,52.42086,0
164,0,200,181,13,849,846,28,15.085735,1
314,0,113,170,10,925,783,28,38.458971,0
321,0,128,182,11,870,780,28,37.259283,0
140,164,128,237,6,869,656,28,35.225329,0
288,121,0,177,7,908,829,28,42.133878,0
298,0,107,210,11,880,744,28,31.874475,1
265,111,86,195,6,833,790,28,41.540929,0
160,250,0,168,12,1049,688,28,39.451817,0
166,260,0,183,13,859,827,28,37.914285,0
276,116,90,180,9,870,768,28,44.278149,0
322,0,116,196,10,818,813,28,31.178105,1
149,139,109,193,6,892,780,28,23.690395,1
159,187,0,176,11,990,789,28,32.7639,1
261,100,78,201,9,864,761,28,32.398477,1
237,92,71,247,6,853,695,28,28.627044,1
313,0,113,178,8,1002,689,28,36.804229,0
155,183,0,193,9,1047,697,28,18.284904,1
146,230,0,202,3,827,872,28,33.060374,1
296,0,107,221,11,819,778,28,31.419421,1
133,210,0,196,3,949,795,28,31.02642,1
313,145,0,178,8,867,824,28,44.388465,0
152,0,112,184,8,992,816,28,12.176146,1
153,145,113,178,8,1002,689,28,25.558875,1
140,133,103,200,7,916,753,28,36.438807,0
149,236,0,176,13,847,893,28,32.956953,1
300,0,120,212,10,878,728,28,23.835185,1
153,145,113,178,8,867,824,28,26.227667,1
148,0,137,158,16,1002,830,28,17.953955,1
326,0,138,199,11,801,792,28,40.679084,0
153,145,0,178,8,1000,822,28,19.008853,1
262,111,86,195,5,895,733,28,33.715376,1
158,0,195,220,11,898,713,28,8.535713,1
151,0,185,167,16,1074,678,28,13.458572,1
273,0,90,199,11,931,762,28,32.239898,1
149,118,92,183,7,953,780,28,23.518026,1
143,169,143,191,8,967,643,28,29.72331,1
260,101,78,171,10,936,763,28,49.773272,0
313,161,0,178,10,917,759,28,52.441545,0
284,120,0,168,7,970,794,28,40.93419,0
336,0,0,182,3,986,817,28,44.864203,0
145,0,134,181,11,979,812,28,13.196571,1
150,237,0,174,12,1069,675,28,37.431652,0
144,170,133,192,8,814,805,28,29.8681,1
331,170,0,195,8,811,802,28,56.612874,0
155,0,143,193,9,1047,697,28,12.458831,1
155,183,0,193,9,877,868,28,23.786922,1
135,0,166,180,10,961,805,28,13.293097,1
266,112,87,178,10,910,745,28,39.417343,0
314,145,113,179,8,869,690,28,46.229366,0
313,145,0,127,8,1000,822,28,44.519465,0
146,173,0,182,3,986,817,28,23.738659,1
144,136,106,178,7,941,774,28,26.14493,1
148,0,182,181,15,839,884,28,15.520105,1
277,117,91,191,7,946,666,28,43.574883,0
298,0,107,164,13,953,784,28,35.859647,0
313,145,0,178,8,1002,689,28,41.051401,0
155,184,143,194,9,880,699,28,28.985571,1
289,134,0,195,6,924,760,28,46.243155,0
148,175,0,171,2,1000,828,28,26.917143,1
145,0,179,202,8,824,869,28,10.535193,1
313,0,0,178,8,1000,822,28,25.096926,1
136,162,126,172,10,923,764,28,29.068308,1
155,0,143,193,9,877,868,28,9.735401,1
255,99,77,189,6,919,749,28,33.798114,1
162,207,172,216,10,822,638,28,39.844818,0
136,196,98,199,6,847,783,28,26.965406,1
164,163,128,197,8,961,641,28,27.234302,1
162,214,164,202,10,820,680,28,30.647208,1
157,214,152,200,9,819,704,28,33.053479,1
149,153,194,192,8,935,623,28,24.579819,1
135,105,193,196,6,965,643,28,21.911547,1
159,209,161,201,7,848,669,28,30.88163,1
144,15,195,176,6,1021,709,28,15.340841,1
154,174,185,228,7,845,612,28,24.338503,1
167,187,195,185,7,898,636,28,23.890343,1
184,86,190,213,6,923,623,28,22.931972,1
156,178,187,221,7,854,614,28,29.413046,1
236.9,91.7,71.5,246.9,6,852.9,695.4,28,28.629801,1
313.3,0,113,178.5,8,1001.9,688.7,28,36.804918,0
154.8,183.4,0,193.3,9.1,1047.4,696.7,28,18.287661,1
