@relation wankara
@attribute Max_temperature numeric
@attribute Min_temperature numeric
@attribute Dewpoint numeric
@attribute Precipitation numeric
@attribute Sea_level_pressure numeric
@attribute Standard_pressure numeric
@attribute Visibility numeric
@attribute Wind_speed numeric
@attribute Max_wind_speed numeric
@attribute class numeric
@attribute group {0,1}
@data
48.7,30.2,33,0,29.98,26.75,7.9,3.57,10.2,40.2,1
89.6,56.5,48.7,0.05,29.79,26.73,8.6,10.2,17.2,73.9,0
51.4,39.7,39.6,0,30,26.76,8.4,8.52,13.8,45.3,1
86.9,58.3,52.4,0,29.73,26.71,8.3,8.4,14.9,74,0
46.4,18.9,25.1,0,30.29,26.94,2.9,1.96,9.21,30.9,1
57.6,18.9,20.4,0,30,26.71,8.2,2.76,11.3,36.1,1
75.2,47.8,40.1,0,30.12,26.96,8.8,4.26,18.3,62.1,0
61.5,28.8,31.8,0,30.17,26.94,8.5,3.22,8.06,46.9,1
77.4,49.1,46.4,0.05,29.93,26.83,8.6,3.91,10.2,65.3,0
54.3,27.9,30.8,0,30.45,27.16,7.1,5.75,10.2,40.7,1
59.4,26.1,28.8,0,30.01,26.76,8.2,3.45,11.3,43,1
64,25.3,29.9,0,30.22,26.93,7.4,0.81,6.9,41.9,1
92.1,54.7,45,0,29.68,26.66,8.6,8.17,20.8,74.2,0
46.4,27,31.9,0.05,29.91,26.63,7.1,2.76,9.21,36.7,1
63.3,38.1,36.8,0,30.17,26.95,8.5,5.52,12.7,50.1,0
50,31.1,38.2,0.2,29.79,26.59,6.8,2.53,10.2,43.7,1
69.1,26.2,29.5,0.05,29.94,26.75,8.3,4.03,12.7,47.6,1
57.9,32.4,34.5,0,29.89,26.69,8.9,4.6,13.8,46.1,1
57.9,18.9,23.9,0,30.48,27.13,7.7,0.81,4.72,37.8,1
60.8,36.7,37.4,0,30.19,26.95,8.2,1.61,5.87,47,1
30.9,21.2,17.1,0,30.1,26.81,8.3,5.18,10.2,26.6,1
72.3,51.8,51.4,0.2,29.78,26.68,8.3,2.53,12.7,62,0
78.8,49.3,50.6,0,29.97,26.88,8.7,2.65,9.21,66.2,0
67.6,51.8,53,1.1,29.66,26.56,7.4,3.45,10.2,58.5,0
82.4,54.3,52.4,0,29.84,26.77,8.7,6.1,16.1,69.4,0
74.1,47.8,48,0,29.98,26.86,8.6,5.06,10.2,62,0
80.6,42.8,37.9,0,30.13,26.96,8.8,3.34,8.06,63.1,0
84.9,58.3,49,0,29.82,26.77,8.6,9.32,13.8,71.2,0
82,42.4,38.1,0,29.93,26.81,8.8,2.65,8.06,64.1,0
72,48.2,46.5,0.2,29.88,26.76,8.8,4.83,10.2,61.1,0
36.7,19,17.5,0,30.26,26.95,8.1,4.72,10.2,26.4,1
65.1,41.4,32.7,0,29.94,26.75,8.8,9.32,17.2,54.1,0
29.5,26.1,20,0,30.12,26.77,9.1,1.04,4.72,27.7,1
59,19.4,24.3,0,30.35,27.02,6.5,1.04,5.87,37,1
81.5,50,51,0,29.95,26.85,8.2,6.56,26.3,64.5,0
52.9,35.6,36.8,0,30.03,26.8,8.5,7.48,14.9,45.3,1
43.9,20.8,25.9,0,30.27,26.9,3.9,2.19,8.06,30.7,1
73.8,44.6,48,0,29.69,26.59,8.3,5.64,20.8,59,0
92.5,54,41.4,0,29.81,26.77,8.5,4.72,11.3,75.5,0
38.8,32,31.8,0,30.42,27.08,1.1,1.04,5.87,34.4,1
68.4,50.7,50.4,0.1,29.95,26.8,8.8,6.1,10.2,59.3,0
63.7,50,47.9,0.2,29.75,26.65,8.1,8.06,23,56.1,0
57.6,32.7,36.9,0,29.88,26.69,8.4,4.49,10.2,45.7,1
55.4,23.4,27.2,0,30.12,26.81,7.9,1.04,5.87,37.7,1
29.5,24.8,23.3,0.05,30.13,26.83,7.6,12.2,31,26.5,1
64.4,35.6,39.1,0,29.96,26.78,8.7,4.72,12.7,51.7,0
57.9,37.4,44,0.2,29.86,26.73,6,7.94,24.1,50,0
58.3,31.3,30.9,0.05,29.86,26.65,8.7,4.37,10.2,45.7,1
78.8,59,55.4,0.1,29.81,26.73,8.6,9.78,14.9,67.9,0
65.1,34.9,30.3,0,30.14,26.92,8.6,3.22,9.21,49.6,0
79,32,31.6,0,29.87,26.72,8.2,3.34,11.3,56.2,0
75.2,51.8,48.2,0,29.93,26.83,8.7,5.64,10.2,63.3,0
42.8,33.6,30.9,0,30.19,26.88,8.9,4.03,10.2,37,1
52.5,16.5,24.2,0,29.95,26.67,6.6,5.18,14.9,34.3,1
72.5,48.2,44.6,0,29.86,26.75,8.6,6.67,14.9,60.9,0
52.2,30.6,31.4,0.1,29.61,26.39,7.4,3.68,13.8,41.3,1
82,47.8,45.1,0,29.95,26.8,8.5,3.11,8.06,66.6,0
41,32.7,28.9,0.2,29.81,26.56,9.3,6.79,17.2,35.7,1
78.1,49.8,51.2,0,29.82,26.72,7.8,2.99,8.06,65.6,0
68.7,44.6,45.2,0,29.79,26.67,8.6,6.79,17.2,55.9,0
57.2,44.6,42.5,0.1,30.06,26.87,8.8,3.34,10.2,49.8,0
81.3,48.2,48.7,0,29.82,26.72,8.7,4.83,13.8,66,0
55,26.6,31.9,0,30.22,26.93,6,1.61,10.2,41.4,1
72.5,31.6,42.5,0,29.83,26.69,8.9,6.44,18.3,58.8,0
46.4,37.4,33.5,0.2,29.78,26.59,8.6,5.29,13.8,41.7,1
79.5,46,47,0,29.82,26.7,8.6,2.88,11.3,62.2,0
83.5,53.8,55.7,0,29.81,26.61,8.7,5.18,46,71,0
51.3,33.1,33.7,0,30.05,26.8,7.8,6.44,13.8,42.5,1
80.6,54.1,48.3,0,29.83,26.75,8.5,7.48,12.7,69.1,0
78.8,46.4,48.4,0,29.77,26.71,8.2,4.49,12.7,63.3,0
77,30.2,41.2,0,29.99,26.84,7.5,3.57,12.7,59.5,0
46.4,27.9,27.3,0,30.3,26.97,6.7,1.84,9.21,34.3,1
80.6,55.4,55.1,0.1,29.7,26.65,8.4,6.1,16.1,67.5,0
85.5,45.5,47.6,0,29.83,26.7,8.6,4.83,19.4,66.6,0
73.8,47.5,45.1,0,29.83,26.7,8.4,6.21,10.2,63.1,0
63.3,41,40.9,0,29.99,26.85,8.9,8.29,17.2,54.3,0
41.4,15.3,16.2,0,30.37,26.99,8.3,5.18,11.3,28,1
74.8,32,35.9,0,30.19,27,8.3,2.19,8.06,55.2,0
74.5,42.1,39.4,0,29.78,26.65,8.9,5.06,13.8,59.1,0
39.2,28.4,26.9,0,30.29,26.95,6.9,4.03,8.06,32.9,1
48.6,27.7,27.9,0,29.96,26.7,8.5,9.32,17.2,39.3,1
78.8,55.4,43.7,0,29.86,26.72,8.6,5.29,11.3,66.2,0
66.7,42.1,43.1,0,30.09,26.9,8.9,9.44,14.9,55.1,0
70.5,40.3,42.1,0,30.05,26.89,8.7,5.29,13.8,57.8,0
37.8,24.8,20.4,0.1,29.87,26.65,9.4,13.3,19.4,32.1,1
71.6,34.3,36.6,0,29.94,26.76,8.7,4.26,13.8,57.1,0
73.4,28.6,46.8,0.1,29.81,26.68,8.4,5.29,21.8,57.2,0
61.5,21.2,24.2,0,30.21,26.92,7.7,1.15,6.9,38.6,1
46.4,37,38.3,0.4,29.85,26.65,7.1,4.49,16.1,42,1
77.4,53.6,49.8,0,30.05,26.89,8.7,3.91,11.3,64.6,0
46.8,35.6,38.8,0.1,29.88,26.66,5.9,3.11,9.21,42.6,1
63,30.2,32.7,0.05,29.78,26.59,8.4,11,25.3,48.7,0
36.3,26.6,28,0.2,29.94,26.66,4.7,8.29,14.9,31.7,1
56.5,23.4,25.4,0,30.01,26.75,8.1,4.14,14.9,40.8,1
64.4,47.8,45.7,0.4,29.85,26.68,8,7.71,20.8,55,0
83.5,47.7,45.9,0,29.77,26.7,8.6,3.45,9.21,68,0
47.8,26.6,29.1,0,30.27,26.99,5.5,1.38,4.72,34.7,1
93.9,56.5,37.1,0,29.86,26.75,8.5,5.98,13.8,77.3,0
74.5,56.5,49.1,0,29.96,26.85,9.2,9.32,12.7,65.5,0
95.4,59.4,43.4,0,29.81,26.72,8.8,7.83,10.2,78.8,0
39.4,23,19.7,0,30.02,26.7,7,3.91,11.3,30.3,1
32.5,18.9,14,0,30.25,26.85,8.2,11.5,19.4,23.7,1
35.6,17.6,15.7,0,30.3,26.92,8.5,10.7,17.2,26.2,1
45.7,32,30.8,0.1,29.86,26.59,7.4,0.81,4.72,37.2,1
39.9,19,21.3,0,30.41,26.99,6.3,3.45,10.2,28.9,1
47.8,31.3,32.7,0,30.27,26.96,3.6,2.19,6.9,38.1,1
30.2,19.4,14.2,0.2,30.08,26.78,9.2,7.48,18.3,23,1
54,39.2,40,0.2,29.72,26.54,8.8,6.1,16.1,48,1
80.2,48.9,46.7,0,29.87,26.77,8.5,5.18,11.3,65.4,0
32,-1.5,4.1,0,30.6,27.08,5.3,1.38,5.87,13.3,1
83.1,55.4,48.9,0,29.62,26.6,8.7,7.71,17.2,69.7,0
48.2,36,36.1,0,30.05,26.81,7.2,8.75,14.9,41.2,1
75.2,45,46.5,0,29.87,26.76,8.6,6.21,11.3,62.2,0
86.4,50,45.6,0,29.91,26.77,8,4.37,17.2,67,0
79.5,53.6,48.8,0,29.73,26.65,8.7,6.67,13.8,65.3,0
32.7,29.1,26,0,30.34,26.99,7.5,3.22,5.87,30.9,1
78.8,56.8,50.9,0.1,29.82,26.74,8.6,9.9,23,66.4,0
41,23,23.2,0.2,29.96,26.71,5.9,12.4,20.8,29.1,1
53.6,26.2,31.4,0,29.98,26.73,7.6,8.29,13.8,42,1
88.2,53.6,39.8,0,29.88,26.77,8.2,8.86,18.3,72,0
82.4,43.9,35.3,3.3,29.96,26.81,8.5,3.45,10.2,64.4,0
93.2,55.4,45.3,0,29.87,26.75,8.5,4.37,10.2,75.3,0
38.1,14,19.8,0.1,30.53,27.13,6.7,4.95,10.2,27,1
60.1,37.4,39.5,0,29.91,26.71,7.3,7.02,12.7,49.7,0
50,23,30.2,0,30.04,26.74,7.3,6.44,16.1,39,1
61.2,33.3,36.1,0,29.84,26.64,8.5,4.72,12.7,48.5,0
55.4,44.6,38.7,0,29.88,26.69,8.4,5.41,13.8,49,0
48.6,28.4,32.1,0,30.32,26.99,2.7,1.04,11.3,34.6,1
81.3,51.4,50.8,0,29.81,26.73,8.7,7.25,13.8,68,0
59.4,23.7,28.1,0,30,26.75,9.3,4.95,13.8,43,1
68,34.9,39.9,0,30.24,27.02,8.2,2.19,10.2,51.3,0
88.5,50.4,50.4,0,29.93,26.8,8.7,4.72,10.2,71.1,0
80.6,44.2,45.6,0,29.8,26.69,8.5,2.65,8.06,62.3,0
73.4,45,34.5,0.05,29.73,26.58,7.6,18,36.7,62.8,0
31.5,24.8,25.6,0,30.32,26.98,0.7,0.81,4.72,29.2,1
53.2,41,35.1,0,30.04,26.83,8.8,8.06,11.3,46.1,1
79,48.4,50.5,0,29.88,26.78,8.6,5.52,13.8,65.7,0
38.1,15.8,19.8,0,30.26,26.88,8.9,8.52,14.9,28.9,1
78.1,55.4,49.4,0,30,26.9,8.7,6.1,11.3,65.5,0
65.8,26.6,30.1,0,30.14,26.9,8,2.3,5.87,45.4,1
50.4,39.6,41.7,0,30.11,26.88,4.3,1.38,8.06,45.6,1
75.9,42.1,43.2,0,30.02,26.88,8.6,4.49,13.8,59.5,0
51.3,33.1,35.6,0.1,30.3,27.03,4.7,4.03,8.06,41.5,1
85.3,62.4,55.2,0,29.75,26.72,8.3,10.1,17.2,72.6,0
66.7,35.6,37.4,0,30.14,26.91,7.5,1.73,6.9,48.7,0
67.3,40.5,37.6,0,30.15,26.98,8.3,7.37,10.2,54.7,0
48.2,33.8,32.1,0.1,29.85,26.65,8.4,5.18,11.3,42.3,1
88.2,55.4,49.3,0,29.7,26.65,8.8,7.14,17.2,66.4,0
84.2,50,48.3,0,29.94,26.84,8.5,7.14,20.8,68.6,0
79.7,52.5,49.2,0,29.86,26.79,8.9,6.56,17.2,66.1,0
44.6,29.8,34.9,0.1,29.94,26.7,5,5.75,13.8,38.2,1
40.1,28,25,0,29.94,26.67,7.5,1.73,9.21,33.7,1
37.9,11.8,14.7,0,30.26,26.85,6.9,6.21,14.9,23.8,1
57.2,30.2,34.6,0.1,29.91,26.7,8.1,7.94,18.3,43.1,1
35.2,15.8,20.1,0,30.37,26.97,4.5,1.38,6.9,25.3,1
93.2,61.5,47.7,0,29.79,26.7,8.3,8.29,17.2,78.2,0
77,53.6,50.3,0,29.94,26.83,9,9.32,14.9,65,0
31.3,12.2,14.9,0.1,30.25,26.88,8.6,9.21,20.8,23.4,1
56.7,17.6,16.8,0,29.94,26.65,7.3,1.27,5.87,36.2,1
70.5,38.8,36,0,30.19,26.99,8.1,7.48,16.1,54.7,0
55.4,37.4,33.4,0.1,29.9,26.67,8.4,3.8,8.06,43.6,1
79.2,46.4,43.1,0,29.9,26.81,8.1,4.26,11.3,65.3,0
43.2,30.2,33.2,0.1,29.68,26.48,6.9,7.37,18.3,37,1
90,65.1,55.4,0.2,29.69,26.67,8.9,10.8,16.1,76.5,0
84.6,47.8,46.5,0,30.04,26.91,7.7,1.61,6.9,64,0
83.5,56.5,52.7,0.2,29.66,26.59,8.6,5.52,23,69.1,0
86,55.4,50.9,0,29.77,26.72,8.5,5.41,12.7,72.1,0
81.7,41.4,34.9,0,29.99,26.83,8.2,1.96,8.06,62.7,0
70.5,50,49.8,0.1,29.89,26.77,8.1,6.67,17.2,59.3,0
77,46.6,46,0,29.9,26.79,8.6,4.26,10.2,63,0
72.5,42.8,45.4,0,29.92,26.78,8.5,5.87,16.1,58.3,0
88.2,44.6,39.8,0,29.85,26.76,8.5,3.68,9.21,69.5,0
48.6,23,29.5,0.05,30,26.75,5.4,1.27,5.87,35.6,1
83.1,51.8,44.4,0,29.78,26.73,8.3,6.67,14.9,68.4,0
39.4,17.6,18.3,0.05,30.09,26.8,9.5,4.49,10.2,28.1,1
35.6,29.8,24.5,0.2,29.66,26.39,5.4,12,20.8,31.8,1
78.4,47.8,45.9,0,30.09,26.92,8.8,4.14,12.7,62.7,0
89.6,46.4,40.9,0,29.88,26.8,8.3,4.14,13.8,71.2,0
59.4,46.4,41.3,0,29.8,26.62,8.7,14,20.8,50.9,0
38.5,24.6,24.3,0,29.76,26.48,7.8,8.52,16.1,33.4,1
65.1,46.4,48.2,0,29.79,26.68,8,4.03,12.7,57.3,0
50.4,24.8,21.1,0.05,30.17,26.92,8.3,5.52,11.3,37.1,1
53.2,41,41.3,0.6,29.78,26.61,8.4,8.98,18.3,48.4,1
46.4,19,22.6,0.05,30.04,26.73,5.2,4.26,13.8,29.6,1
40.6,27.7,23.3,0,30.13,26.8,8.8,4.14,10.2,31.9,1
64.4,26.2,30.7,0,29.94,26.73,7.8,6.33,16.1,47.6,1
56.8,29.8,31.4,0.1,29.91,26.67,6.6,2.19,9.21,42.5,1
47.5,35.6,30.8,0,30.14,26.88,9,4.03,9.21,41.1,1
78.1,57.2,49.9,0,29.89,26.8,8.7,6.67,12.7,64.8,0
42.4,30.2,25,0,30.16,26.91,8.6,7.25,16.1,35.5,1
89.6,56.1,47.4,0,29.85,26.81,8.4,5.52,13.8,75.3,0
82.8,55.4,48.8,0,29.82,26.75,8.5,6.44,23,68.3,0
52.9,19.8,13.9,0,30.11,26.82,7.9,6.44,17.2,35.7,1
83.5,57.2,50.3,0,29.81,26.74,8.6,7.83,12.7,68.8,0
55.4,43.9,39.5,0,29.8,26.62,8.8,7.83,12.7,48.3,1
42.4,23.7,29.3,0,30.27,26.93,4.4,3.91,11.3,33.6,1
65.5,34.9,37,0,29.97,26.76,10.7,6.56,19.4,50.3,0
39.9,26.6,24.8,0,29.92,26.65,8.5,13.2,23,33.5,1
51.8,30.6,40.5,0.6,29.87,26.66,7.2,4.03,12.7,45.4,1
79.9,52.3,48.2,0,29.92,26.82,8.7,3.45,9.21,66.1,0
43.7,28.4,31.6,0.8,29.86,26.59,4.5,4.49,13.8,37.4,1
70.2,51.4,50.2,0,29.84,26.71,8.6,9.21,17.2,60.7,0
94.3,64.4,47.7,0,29.62,26.55,8.5,7.83,14.9,80.5,0
73.4,56.1,48.8,0,29.8,26.72,8.5,7.71,13.8,65.5,0
32.4,17.1,14.1,0,30.42,27.02,8.8,5.18,10.2,23.7,1
57.2,48,46.4,0.8,29.96,26.79,6.4,9.55,16.1,51.6,0
58.3,37,35.9,0.05,29.85,26.65,7.9,7.37,20.8,45.1,1
49.3,42.3,39.4,0.2,30.09,26.84,5.1,1.61,6.9,44.4,1
54.5,35.6,36.6,0,29.89,26.68,8.4,7.71,16.1,44.4,1
50.9,28.4,32,0,30.05,26.77,8,4.26,10.2,40.1,1
35.6,28,19.7,0.05,30.09,26.81,8.7,14.3,24.1,31.4,1
30.6,14,14.1,0,30.31,26.89,8,3.68,10.2,21.4,1
60.8,30.2,33.7,0.05,29.87,26.66,8.8,7.71,20.8,47,1
79.7,47.7,42.5,0,29.78,26.7,8.3,4.37,10.2,64.6,0
34.2,26.1,19.6,0,30.07,26.72,7.2,7.71,12.7,29.1,1
84.2,53.6,48.2,0,29.77,26.66,8.6,9.55,13.8,73.8,0
64.4,31.6,45.8,0,29.95,26.82,8.3,7.14,11.3,54.3,0
70.5,50.4,48.1,0,29.94,26.8,8.6,4.83,13.8,59.3,0
59,32,35.1,0,29.95,26.75,8.6,5.41,12.7,49.1,0
70.9,55,51.4,0,29.83,26.71,7.9,3.34,11.3,59.4,0
37.8,31.5,32.2,0.2,29.86,26.59,5.2,8.06,14.9,34.3,1
76.3,46.4,39.2,0,30.04,26.91,8.8,9.09,13.8,62.4,0
39.2,24.8,19.8,0,29.97,26.71,8.9,8.17,13.8,30.9,1
86.4,59,54.4,0,29.66,26.63,8.6,8.52,13.8,73.1,0
84.2,46.8,48,0,29.93,26.77,8.4,4.03,12.7,67.6,0
47.5,37.6,40.3,0.2,29.92,26.7,5.7,3.57,8.06,43.6,1
79.5,46.8,44.9,0,29.8,26.72,8.1,2.19,6.9,66,0
80.6,53.2,47.8,0,29.86,26.78,8.8,6.9,12.7,68.9,0
78.1,44.6,38.3,0,29.99,26.83,8.4,3.11,14.9,61.4,0
61.5,36.7,38,0.05,29.83,26.62,8.2,7.71,19.4,49,0
82,56.8,50.1,0,29.83,26.76,8.9,8.86,13.8,70,0
64.4,29.8,32.1,0,30.11,26.88,8.4,2.65,12.7,48.1,1
47.3,18.3,22.3,0,30.3,26.94,3.6,0.23,3.34,29.8,1
72.7,59,55.7,0,29.78,26.7,8.3,4.83,14.9,63.8,0
47.5,37.4,36.6,0.2,29.58,26.38,8,5.29,13.8,41.5,1
55,28.2,39.5,0,29.77,26.58,8.9,12.7,24.1,47.9,1
51.4,25.5,31.4,0,30.03,26.75,6.8,2.42,12.7,36.9,1
50.7,20.5,26,0,30.01,26.76,8.4,3.68,12.7,38.2,1
37.4,18.7,20.6,0,30.3,26.93,7.7,3.68,9.21,27.4,1
93.7,62.2,48.4,0,29.68,26.67,8.6,7.48,11.3,78.7,0
73,51.8,48.2,0,29.85,26.73,8.6,4.72,10.2,62.7,0
87.8,49.6,46.1,0,29.96,26.88,8.2,3.34,13.8,69.9,0
41.7,23,22.3,0,30.25,26.96,8.6,5.98,12.7,32.5,1
52.5,32,35.9,0.8,29.62,26.42,5.8,2.99,10.2,40.4,1
84.6,54.5,46.1,0,29.83,26.72,8.7,6.44,13.8,71,0
82.4,51.1,49.2,0.2,29.85,26.78,8.6,4.37,16.1,65.9,0
81,55.8,47.8,0,29.78,26.71,8.5,6.79,11.3,68.6,0
87.1,54.6,46,0,29.77,26.71,8.6,6.9,13.8,70.1,0
59.7,31.8,39.1,0.1,29.94,26.76,8.7,5.06,10.2,50.9,0
40.3,25.2,27.2,0,30.4,27.1,4.1,2.19,6.9,33.4,1
58.6,25.2,29.1,0,30.25,26.96,4.8,1.04,5.87,40.2,1
75.6,49.5,49,0,30.06,26.95,7.8,11.1,17.2,63.3,0
28,21,16.7,0,30.35,27.03,7.7,4.49,12.7,24.3,1
89.6,51.8,47.1,0,29.7,26.66,8.7,3.22,10.2,72,0
81.1,48.2,42.7,0,29.84,26.75,8.2,8.06,18.3,64.8,0
78.1,52.2,50,0,29.95,26.84,8.7,3.34,13.8,64.4,0
37.4,21.9,23.2,0,30.3,26.99,5,0.92,3.34,27,1
91.4,55.8,49.9,0,29.87,26.75,8.5,5.29,13.8,75.6,0
27.3,11.5,13.7,0,30.5,27.05,4.5,2.88,5.87,18.6,1
81.7,50,48.7,0.05,29.81,26.74,8.7,9.32,20.8,67.1,0
78.1,43.5,43.3,0,29.89,26.77,8.8,5.06,11.3,63,0
42.8,33.1,35.7,0,29.92,26.65,5.9,6.44,10.2,39.1,1
43.2,31.1,31.4,0,30.25,26.94,5.3,2.53,10.2,37.1,1
57.2,45.3,40,0,29.56,26.4,8.4,5.41,16.1,50.1,0
88.2,56.7,46,0,29.95,26.82,8.2,7.6,12.7,72.2,0
62.2,26.8,31.1,0,30.11,26.85,8.4,1.84,6.9,43.6,1
38.3,16.5,16,0,30.06,26.71,7.6,4.95,13.8,26,1
95,57.2,39.5,0,29.87,26.76,8.3,6.79,12.7,75.9,0
78.8,48.2,46.2,0,29.96,26.85,8.6,1.61,6.9,64.1,0
45,33.8,34.9,0.4,29.93,26.7,8.2,6.44,18.3,39.2,1
95.7,59.2,51.4,0.05,29.6,26.6,8.6,7.48,21.8,76.6,0
78.1,50,48,0,29.87,26.77,9.2,3.91,23,61.4,0
83.3,52.7,50.2,0,29.73,26.67,8.5,5.41,12.7,67.8,0
83.7,46,45,0,29.94,26.8,8.5,6.1,14.9,67.9,0
72.7,49.3,52.6,0,29.77,26.67,8.4,3.34,14.9,60.4,0
55,19.4,24,0,30.48,27.12,7.7,0.23,4.72,33.7,1
46.4,34.5,37.1,0.6,29.7,26.47,6.9,4.26,9.21,41.6,1
61.7,21.2,25.1,0,30.29,26.97,8.3,1.61,5.87,39.6,1
33.8,12.2,11.6,0,30.33,26.97,8.6,9.21,17.2,25.3,1
48.9,32,30.2,0.1,30,26.75,8.4,4.37,8.06,40.5,1
36,30.9,29.6,0,29.91,26.61,5.3,6.67,11.3,33,1
59.9,31.3,47.2,0,29.96,26.78,6.7,2.53,9.21,52.2,0
87.8,55.8,48.6,0,29.74,26.69,9.1,3.45,10.2,72.9,0
89.2,59,45.1,0,29.98,26.71,7.5,3.68,9.21,73.3,0
63.7,33.4,31.4,0,30.09,26.89,9.1,1.73,11.3,46.4,1
68,34.5,31.2,0.05,29.98,26.77,8.6,5.87,14.9,52.2,0
54.3,29.3,36.3,0,30.01,26.75,4.4,0.92,6.9,41.2,1
51.1,39.2,37.7,0,29.92,26.72,8.6,6.79,19.4,46.7,1
59,39.2,38.5,0,30.05,26.87,8.9,4.03,11.3,48.8,0
59.7,33.8,35.8,0.2,29.69,26.52,8.4,11,25.3,50.6,0
34.2,22.3,19.5,0,30.25,26.89,8.1,5.06,11.3,27.2,1
63,25.3,20.8,0,30.15,26.89,8.3,4.26,14.9,43.5,1
39.4,32,31.9,0,30.06,26.74,0.6,1.73,8.06,35.9,1
49.1,23.5,28.5,0,30.33,26.98,2.5,0.58,8.06,32.6,1
47.5,28.4,30.3,0,30.08,26.8,8.9,4.72,9.21,37.4,1
64.8,32.7,46.6,0.1,29.86,26.72,8.2,3.34,9.21,55.8,0
45,30.2,33.5,0,30,26.72,6,1.38,5.87,37.5,1
56.1,35.4,33.8,0,30.06,26.84,8.8,6.1,11.3,47.2,1
86.4,57.7,51.1,0,29.78,26.75,8.5,5.75,13.8,73.8,0
73.6,37.4,37.4,0,30.14,26.98,8.2,5.41,12.7,58.5,0
69.8,46.4,42.7,0,29.77,26.67,7.9,6.9,21.8,57.9,0
57.9,28,33.3,0,29.81,26.6,8,6.79,17.2,45.4,1
59.4,30,31.9,0,29.93,26.69,8.2,1.5,9.21,41.3,1
33.4,26.6,26.6,0,30.1,26.77,6.1,4.95,11.3,30.6,1
70.5,42.3,41.3,0,30.06,26.92,9,8.52,16.1,59.3,0
63.1,32,33.8,0,30.1,26.89,8.4,3.34,9.21,48.6,0
59.4,33.4,35.6,0,30.1,26.87,5.3,2.76,8.06,45.6,1
52.9,19.4,24.9,0,30.22,26.94,6.1,2.42,10.2,35.1,1
35.2,20.8,22.6,0,30.45,27.06,8.3,9.09,18.3,29.5,1
82.4,50.4,49.2,0,29.79,26.72,8.7,5.64,12.7,67.7,0
39.2,23,24.9,0.1,30.18,26.84,10.9,5.64,10.2,31.3,1
44.6,35.2,33.3,0,29.91,26.65,7.2,6.9,11.3,39.1,1
48.2,37.4,40.3,0.1,29.92,26.72,7.9,9.44,19.4,45.1,1
42.1,26.2,26.1,0.05,29.73,26.44,7.3,10.3,13.8,33.5,1
46.4,30.2,34.7,0.3,30,26.74,6.6,4.49,11.3,38.5,1
59,20.5,23.5,0,30.08,26.82,8,3.68,10.2,41.9,1
85.3,51.8,50.9,0,29.76,26.7,8.6,5.29,11.3,70,0
84.2,46,42.8,0,29.96,26.82,8.4,5.87,19.4,65.9,0
45.5,31.1,30.7,0,29.78,26.54,6.7,6.1,13.8,37.8,1
35.6,12.9,17.9,0,30.47,27.13,6.1,1.84,9.21,23.7,1
52.5,25.2,29.1,0,30.45,27.12,7.9,4.95,10.2,37.3,1
50.4,22.6,27.4,0,30.22,26.95,5.8,2.3,8.06,35.2,1
50.4,28.4,26.9,0,30.17,26.93,8.5,9.32,19.4,39,1
41.7,20.5,25.3,0,30.07,26.79,7.2,5.41,13.8,32.8,1
29.7,5.7,14.5,0.1,30.08,26.71,7.1,5.52,11.3,20.7,1
68.7,50,50.9,0,30.04,26.88,8.5,12,20.8,60,0
84.2,45,43.5,0,29.95,26.87,8.6,8.52,20.8,67.2,0
39.2,26.6,20.7,0,30.1,26.76,8,12.4,18.3,32.6,1
55.8,20.8,23,0,30.19,26.88,8.2,2.65,9.21,39.1,1
90.3,50,49,0,29.82,26.77,8.1,4.95,16.1,72.5,0
68.7,32.7,35.4,0,30.13,26.92,8.3,1.5,6.9,52.8,0
74.5,51.8,49.1,0,29.82,26.72,8.5,6.9,19.4,62.8,0
95,57.2,46.7,0,29.83,26.81,8.2,2.53,8.06,77.9,0
23,3.2,7,0,30.33,26.97,6,0.58,4.72,12.3,1
43.2,30.2,24.5,0,29.98,26.73,8.3,7.5,13.8,36.6,1
38.1,22.6,27.4,0,30.06,26.77,3.3,0.46,4.72,30.3,1
71.1,50.4,42.9,0,30.12,26.98,8.1,12.6,18.3,59,0
47.5,24.4,20.5,0,30.28,26.95,8.6,6.67,12.7,34.2,1
63.7,37,37.6,0,30.1,26.9,6.5,1.84,9.21,47.3,1
53.2,22.5,25.4,0,30.12,26.8,6.4,4.03,13.8,36,1
70.9,48.2,51.5,0.3,29.88,26.76,7.7,3.22,11.3,59.4,0
47.8,29.1,28.8,0,30.14,26.84,8.4,1.15,4.72,38.4,1
51.8,28.4,37.2,0.1,29.86,26.71,5.5,8.29,19.4,43.2,1
87.1,56.8,50.1,0,29.74,26.71,8.5,5.29,13.8,72.9,0
75.2,30.4,43.7,0,29.86,26.74,8.3,8.63,19.4,60.3,0
47.5,20.5,24.9,0,30.35,26.98,4.4,0.23,2.19,30.7,1
82.4,41,41.9,0,29.99,26.83,8.4,4.03,18.3,58.8,0
67.1,39.9,37.5,0,29.96,26.8,8.6,2.65,8.06,53.9,0
73.4,46.4,45.5,0,29.99,26.85,8.6,1.38,8.06,58.6,0
35.6,21.2,15,0,30.07,26.78,8.7,11.2,24.1,26.5,1
80.6,57.2,52,0.05,29.76,26.7,8.3,8.4,16.1,66,0
44.6,21,26.4,0,30.11,26.8,5,4.83,14.9,32.3,1
41.4,35.2,33.6,0,30.17,26.88,7.7,13.6,18.3,38.5,1
