@relation friedman
@attribute Input1 numeric
@attribute Input2 numeric
@attribute Input3 numeric
@attribute Input4 numeric
@attribute Input5 numeric
@attribute class numeric
@attribute group {0,1}
@data
0.210576716,0.285254022,0.691076802,0.276599988,0.699810211,8.954024414,1
0.132440875,0.913160034,0.356023342,0.716567403,0.619794242,16.6397816,0
0.998254374,0.067532501,0.448018997,0.205897276,0.328471756,6.487956186,1
0.198071468,0.471217667,0.04003787,0.423250798,0.957416447,16.46734955,0
0.729499379,0.624728241,0.66737726,0.52339625,0.485896217,16.63817957,0
0.626932092,0.311407195,0.541393086,0.232820973,0.746107135,11.51881372,1
0.958304826,0.723019274,0.983621271,0.355833216,0.849344833,19.63372566,0
0.984296528,0.987529428,0.73784009,0.538851618,0.273062517,8.383071106,1
0.65162333,0.804046865,0.755587941,0.840495043,0.713142549,22.12761023,0
0.949567128,0.91008733,0.178997087,0.141720879,0.052076193,8.005818953,1
0.956439247,0.40117594,0.160231597,0.845836671,0.173275455,21.88945099,0
0.89419316,0.082351078,0.981264615,0.2111151,0.572726312,13.04432922,1
0.183550428,0.86008114,0.068201228,0.015585873,0.280183573,10.1627751,1
0.148602435,0.63583899,0.786052132,0.029312947,0.093775809,6.943964768,1
0.253774747,0.533114531,0.929135618,0.252228198,0.344459554,13.52745683,1
0.760164432,0.786212591,0.605187829,0.760995422,0.947362025,21.72598879,0
0.804492582,0.132972909,0.138261514,0.077653101,0.842434461,10.98764086,1
0.362668617,0.979813764,0.962306576,0.024205617,0.934690272,18.10913575,0
0.023186165,0.922654396,0.600149282,0.277422265,0.775394699,7.081981875,1
0.411998011,0.44378942,0.667225462,0.032589693,0.274698285,9.116009577,1
0.373025417,0.693951973,0.513650678,0.774634087,0.892699386,20.04565279,0
0.480551317,0.705812249,0.993424688,0.635191512,0.427162376,22.05320067,0
0.481906682,0.016855051,0.744780027,0.695976914,0.40059762,9.889567608,1
0.206732632,0.532510655,0.998470907,0.194100867,0.4759465,13.24844947,1
0.39272374,0.151174656,0.897623245,0.76921223,0.644638571,18.99188651,0
0.107831203,0.221571757,0.267548798,0.808068393,0.251011241,10.76614414,1
0.76401868,0.638784802,0.716864257,0.535191572,0.327756492,18.52674805,0
0.802253774,0.145640116,0.542904016,0.071663679,0.020318979,6.097057776,1
0.60070461,0.731301057,0.31900683,0.177400955,0.466102324,14.81792337,0
0.535702414,0.344738512,0.88825542,0.767811134,0.884470968,20.03096106,0
0.163473644,0.685988112,0.300577744,0.185349306,0.52686329,9.255939802,1
0.819750141,0.977465079,0.895869116,0.541918045,0.388448442,15.6851219,0
0.177027277,0.796218776,0.875921535,0.636724693,0.484534001,16.97323995,0
0.520255298,0.638610263,0.002716742,0.89244957,0.958554699,26.79431685,0
0.275034287,0.323059695,0.980593186,0.617009441,0.861043573,18.31883425,0
0.671968069,0.609734465,0.413509225,0.285422759,0.348239864,14.44043179,1
0.604295271,0.995185689,0.929981108,0.555792127,0.645805991,23.63985485,0
0.889666184,0.622920552,0.914064134,0.23518707,0.983544748,20.65471644,0
0.016823425,0.434188425,0.37584492,0.384287485,0.298714829,6.214250564,1
0.946831304,0.041567426,0.445015768,0.711182932,0.738906985,12.9650287,1
0.965144512,0.895574977,0.653171604,0.009647451,0.95893855,9.212674563,1
0.03586578,0.449148509,0.298831401,0.034518682,0.219300867,2.225445244,1
0.036429965,0.990011217,0.111492664,0.180777972,0.631791522,8.753545786,1
0.249345684,0.035291081,0.805036058,0.470451521,0.515713787,9.813973875,1
0.12108536,0.390646623,0.751809666,0.734058843,0.403221466,12.61332978,1
0.815258774,0.867749803,0.382140983,0.217920318,0.406772198,12.10016259,1
0.678117829,0.006525348,0.296765545,0.7457425,0.148417059,7.411490033,1
0.203315357,0.971450889,0.830507068,0.621240011,0.409476305,13.18974568,1
0.093112285,0.667079972,0.603728442,0.428352735,0.063536502,7.442119469,1
0.694247634,0.417341894,0.926071148,0.15607243,0.998664269,15.59651684,0
0.491452137,0.762768376,0.3595438,0.290991551,0.039352705,13.84815549,1
0.785824015,0.788980947,0.793205368,0.281250781,0.375244896,15.94367368,0
0.748774982,0.930424256,0.907944558,0.134835064,0.42649165,15.40556777,0
0.831483132,0.207165499,0.783687822,0.80942788,0.602539196,17.83425677,0
0.221279887,0.40110092,0.423460278,0.01472138,0.790003071,6.431416547,1
0.520114646,0.257264078,0.801836579,0.0483716,0.268812743,7.23589331,1
0.195481826,0.038339425,0.742817968,0.426593066,0.781825556,10.68485184,1
0.188537753,0.84059481,0.692954592,0.718370621,0.329190933,14.18301131,1
0.14673016,0.248228745,0.065834535,0.772293471,0.905506284,16.76321959,0
0.708962721,0.934205549,0.044027503,0.605432709,0.165964301,21.41468446,0
0.451018448,0.663505258,0.496470392,0.047046781,0.257763734,10.89208763,1
0.440567893,0.02860835,0.173937236,0.448921893,0.073234873,8.413045097,1
0.133412538,0.455862187,0.233866304,0.01229897,0.999514229,9.335228676,1
0.445553996,0.997123229,0.958561978,0.248515441,0.881470531,19.95415365,0
0.667499263,0.721593505,0.981142928,0.016026471,0.607293985,18.26202648,0
0.469418693,0.3723145,0.71202792,0.037532021,0.813303754,11.54247075,1
0.709355501,0.791698935,0.486564334,0.759654374,0.776932908,21.25351741,0
0.19317043,0.338118362,0.871764046,0.806026189,0.194531924,14.70736833,0
0.919876599,0.319403513,0.073232407,0.426791741,0.733019229,19.36000681,0
0.666376898,0.698846894,0.586676126,0.95756002,0.40827905,22.40161838,0
0.261997675,0.290489581,0.109506762,0.677232439,0.311114454,13.6689906,1
0.033199599,0.264592066,0.770008985,0.469566171,0.820695517,11.35151269,1
0.620926856,0.333980654,0.235328507,0.372594857,0.465413081,13.21407339,1
0.94201805,0.770598266,0.256893238,0.15981301,0.734895591,14.73573012,0
0.748510085,0.328873498,0.077949555,0.753905262,0.314909957,21.56035343,0
0.906420014,0.162280463,0.967757318,0.555949532,0.191684878,15.22234621,0
0.906567979,0.615451734,0.562809689,0.565277973,0.806302321,18.82640676,0
0.325826664,0.154995867,0.425737657,0.380859501,0.632491115,9.373106789,1
0.337175491,0.61182418,0.936598111,0.541373973,0.045119082,13.9559001,1
0.288299589,0.601589996,0.426680061,0.636209188,0.421762127,12.44726944,1
0.775131535,0.778135779,0.282810808,0.696271908,0.297737193,17.84220214,0
0.819352972,0.07686839,0.135787668,0.782017377,0.403987761,14.14117661,1
0.304709726,0.765541218,0.591629792,0.60751035,0.570472256,15.88808761,0
0.78541701,0.791785364,0.335382718,0.004998688,0.303440931,10.74490468,1
0.937131668,0.781441588,0.749166082,0.771421417,0.341062426,15.57735619,0
0.965806248,0.39449207,0.517951087,0.008951021,0.119308197,9.008649642,1
0.55331809,0.348291759,0.784691472,0.666277506,0.722711993,18.01358859,0
0.68717163,0.923908327,0.915007442,0.499412344,0.939959474,21.74699949,0
0.967035072,0.462770691,0.082284335,0.325784014,0.736124208,21.66118697,0
0.73321181,0.084517791,0.260555192,0.123872001,0.758248214,9.693465454,1
0.199097672,0.549562878,0.468348899,0.865861295,0.835100487,16.08665019,0
0.540148662,0.01133164,0.499361968,0.445212243,0.640768534,6.86808407,1
0.839825558,0.138136279,0.847718824,0.657902002,0.466890217,16.69704807,0
0.248438227,0.123152911,0.696067918,0.294354001,0.061972151,3.726014583,1
0.913052139,0.296379575,0.955132501,0.567619669,0.804097048,20.31234273,0
0.257792313,0.989635732,0.42384801,0.822631719,0.277436282,18.10085718,0
0.639136332,0.169246703,0.383199346,0.612102274,0.667757506,11.46854917,1
0.708293894,0.365658694,0.345357002,0.962444061,0.374445353,18.538189,0
0.992996929,0.434171449,0.209130182,0.078846108,0.558954991,16.35643546,0
0.650237693,0.195706725,0.247077521,0.759665245,0.883696331,16.59350286,0
0.048725736,0.746776077,0.299181742,0.47521829,0.330153641,9.244821373,1
0.676781853,0.885904151,0.67599634,0.171380255,0.336812687,13.71699175,1
0.676814571,0.207230733,0.424354576,0.797619586,0.633282299,16.42570067,0
0.688422808,0.211727756,0.589623473,0.903451229,0.005851287,14.64852499,1
0.938240955,0.675750492,0.756909553,0.820045208,0.875315864,25.06089563,0
0.792591964,0.257008216,0.289020598,0.682617512,0.197915377,15.3411805,0
0.807945021,0.039381487,0.976910776,0.452057517,0.868198887,15.84629358,0
0.352273424,0.888620372,0.351999219,0.195655032,0.739394829,14.13155038,1
0.750993356,0.717071385,0.569401687,0.305293008,0.493955905,15.0734101,0
0.279818401,0.307845189,0.558923762,0.401596552,0.291064012,6.463038454,1
0.600923753,0.883506272,0.126423394,0.815483279,0.072606506,22.14954829,0
0.576673512,0.721888168,0.875029047,0.871596195,0.157559271,20.46470323,0
0.765876717,0.886565632,0.172394697,0.299645177,0.026612906,15.3221148,0
0.021118023,0.611435268,0.117090629,0.158392533,0.784396146,9.18230246,1
0.946329521,0.113556905,0.453687824,0.879448454,0.274596252,14.97004653,0
0.086218271,0.960969292,0.890740255,0.171371307,0.248929335,8.708381352,1
0.053095221,0.659491047,0.072895606,0.119075567,0.652466642,10.11860203,1
0.330898784,0.968284207,0.730527277,0.719714251,0.524981343,19.54874312,0
0.622283759,0.660120173,0.251549192,0.675937761,0.596081822,21.87121762,0
0.299934415,0.867217906,0.158385882,0.719078448,0.280766822,18.63730181,0
0.19652908,0.323418844,0.50779541,0.270052291,0.394877162,5.671471336,1
0.511886282,0.44649922,0.280165828,0.719922096,0.566234111,17.49144611,0
0.318341723,0.645392065,0.606798487,0.579269742,0.219458361,14.55220172,1
0.644179455,0.69775243,0.837943861,0.657990749,0.338469302,21.69416467,0
0.406605375,0.482717658,0.981441539,0.948682755,0.224664785,21.31456643,0
0.915189828,0.290629088,0.479596411,0.327678652,0.343365775,13.28479787,1
0.774868478,0.194650794,0.876772282,0.991905565,0.715884723,22.37683349,0
0.824027011,0.980605494,0.737881138,0.941980628,0.403071331,17.29540289,0
0.838820364,0.26612626,0.837324648,0.576698736,0.969617422,19.64295385,0
0.14963918,0.817713201,0.972676002,0.862340707,0.259406119,18.44125219,0
0.766201502,0.076276892,0.326688195,0.616091779,0.848685298,11.24942995,1
0.61699285,0.698109682,0.346514653,0.331735635,0.187002838,16.11430633,0
0.216596355,0.404131732,0.189066463,0.03305959,0.889563758,9.272928317,1
0.453234531,0.427658974,0.250109677,0.538469285,0.518175875,15.76908746,0
0.296140259,0.604806607,0.017013776,0.303624812,0.110604002,12.23713875,1
0.216138717,0.909668142,0.062146454,0.551648914,0.955308504,21.64069567,0
0.380547997,0.573204285,0.650608093,0.833412437,0.154872703,15.54309596,0
0.377372756,0.389163938,0.190361284,0.749496154,0.013050527,13.77822317,1
0.88977674,0.708693086,0.286124399,0.239045141,0.87365503,15.85881095,0
0.960190309,0.240356082,0.748404443,0.291363635,0.69358298,12.84287204,1
0.09731405,0.932609373,0.367983551,0.177781436,0.202805098,6.877368368,1
0.445224054,0.756757112,0.322922023,0.62851389,0.846236227,19.1506419,0
0.961187482,0.033592335,0.121645243,0.889257095,0.605257499,14.83259736,0
0.149990901,0.271962959,0.159551297,0.16461034,0.84948069,9.551073675,1
0.048412268,0.668215907,0.759747345,0.68999966,0.697987849,12.26719983,1
0.189125635,0.614187977,0.15145036,0.605310264,0.963429089,17.20025185,0
0.914466732,0.189104986,0.4113978,0.549120651,0.125239568,10.11355416,1
0.340258297,0.888065817,0.905714867,0.237040513,0.186203354,16.04499344,0
0.912897425,0.776935729,0.497122874,0.455074815,0.501082266,13.2607014,1
0.341016568,0.335036685,0.606606881,0.697502029,0.378749778,12.62116296,1
0.961788884,0.939957716,0.536051847,0.7765161,0.375942337,14.07753591,1
0.370773338,0.576277447,0.832130532,0.565285024,0.875547344,19.22631878,0
0.02805129,0.703048188,0.847584559,0.33927682,0.248972553,7.960514326,1
0.438404937,0.786215169,0.630506609,0.416735581,0.971471003,18.16218304,0
0.924485153,0.580016082,0.549265648,0.549253538,0.430325535,16.81419243,0
0.439875686,0.230437535,0.338356808,0.213541653,0.403901146,8.158971721,1
0.915969019,0.943061607,0.019369819,0.442315086,0.187784192,14.62332254,1
0.055713017,0.368866806,0.852229748,0.959679985,0.228459896,14.42466331,1
0.525398819,0.153129001,0.091242591,0.304814269,0.792266,12.1039661,1
0.80155478,0.280820668,0.151103889,0.202620988,0.152053159,11.02090072,1
0.436215868,0.287366679,0.439482392,0.367894694,0.305120683,8.282641459,1
0.616965758,0.432032287,0.20042089,0.544886155,0.538257294,16.69069816,0
0.994246505,0.706250702,0.299468195,0.288469396,0.269260324,14.53829919,1
0.694050628,0.482548051,0.315731312,0.008539367,0.076446688,10.66967805,1
0.350442193,0.904100744,0.38473527,0.696413413,0.687453693,17.10140284,0
0.812680032,0.541916589,0.374145765,0.696882046,0.289903178,18.36167229,0
0.598939719,0.398312194,0.035384347,0.720999654,0.148925909,18.57135533,0
0.396058487,0.901729897,0.100642034,0.616744056,0.254697853,22.22783378,0
0.683182269,0.744394009,0.90489376,0.172944777,0.701983987,19.17337524,0
0.985327835,0.115991137,0.360278629,0.507743419,0.759441183,13.89903219,1
0.436991633,0.906156897,0.578210292,0.814604735,0.444432746,19.59930106,0
0.380817167,0.216722275,0.640791237,0.422061528,0.277591453,8.708954225,1
0.542815758,0.204882426,0.361631432,0.793617408,0.32788611,14.15723055,1
0.090451953,0.539952534,0.085161857,0.585923287,0.56392745,12.65618523,1
0.382252753,0.315617122,0.887081358,0.237344894,0.175529898,9.842586798,1
0.732228247,0.424937825,0.525710692,0.216032854,0.869989912,13.65882969,1
0.786078867,0.291884498,0.808981221,0.215897236,0.53808379,14.95414471,0
0.133494121,0.257088995,0.082348988,0.960740614,0.644901207,19.00386672,0
0.015260872,0.088348387,0.880832305,0.865393232,0.238257017,13.75372944,1
0.523772575,0.181789697,0.567943493,0.984367437,0.683922608,16.6456251,0
0.520793741,0.926653351,0.87388401,0.626192917,0.051961353,18.03231883,0
0.930911533,0.693493541,0.011389092,0.06360366,0.862876435,20.10168347,0
0.458116579,0.374247358,0.694629101,0.163726844,0.172662619,7.841681274,1
0.558253592,0.819850374,0.961854831,0.587625448,0.280851928,18.93375798,0
0.927151608,0.767271445,0.58418609,0.50291958,0.384517557,13.51169572,1
0.591904111,0.301604868,0.272733945,0.731402877,0.318981349,13.85998974,1
0.299529207,0.88767353,0.053062799,0.341074887,0.907787453,21.13250667,0
0.720805966,0.246717091,0.219872858,0.582669688,0.610333795,16.31819828,0
0.694586373,0.744094063,0.959116488,0.694354753,0.469352355,23.95594847,0
0.045625603,0.300375693,0.20100854,0.316202423,0.635320564,6.509025079,1
0.742630832,0.58872679,0.097130288,0.127882015,0.140600173,14.80757643,0
0.28750928,0.839967849,0.535569167,0.036112456,0.871757591,11.06286866,1
0.72743241,0.325024266,0.274643514,0.4852777,0.123620424,12.42110335,1
0.9308793,0.376931944,0.059944466,0.925926597,0.736433775,26.34846467,0
0.013624108,0.013694942,0.709353322,0.770298892,0.31674163,9.532768339,1
0.257298384,0.138754304,0.917342111,0.428200087,0.56438268,13.35250817,1
0.487791373,0.810400841,0.157982797,0.760375476,0.858878523,22.81848694,0
0.317515806,0.53405422,0.157823652,0.197415053,0.024567403,8.833997251,1
0.700399618,0.835978363,0.354825135,0.948979479,0.13879505,20.18866988,0
0.040898721,0.877667663,0.785441713,0.034391714,0.972354045,6.574744694,1
0.780143926,0.004820877,0.557158238,0.062379016,0.83564093,4.826842507,1
0.580976992,0.986368095,0.332388881,0.602530652,0.664857837,20.26993709,0
0.282542067,0.056967933,0.693399649,0.089277861,0.009201675,0.96127729,1
0.454819005,0.98877577,0.97816876,0.806714807,0.957445394,26.57329372,0
0.0068718,0.699278834,0.828757079,0.434604684,0.463928672,7.813138711,1
0.889601925,0.991832159,0.994959024,0.703898887,0.202300738,15.72683112,0
0.210073934,0.347436914,0.389259494,0.128814021,0.293827337,4.279413568,1
0.219312282,0.077246134,0.845613298,0.979530403,0.179411338,14.28137472,1
0.997057331,0.31137881,0.262620221,0.404513706,0.940434577,19.45410332,0
0.597556754,0.816211819,0.227604969,0.519729783,0.477526294,20.77450946,0
0.087329075,0.870172208,0.172580408,0.12351046,0.207553837,6.609560509,1
0.082362454,0.092983295,0.400267323,0.236705944,0.900404847,7.812646362,1
0.706888044,0.558811153,0.295662271,0.910485704,0.091423586,18.50782488,0
0.695712228,0.80111381,0.950053053,0.682360211,0.670959735,22.39841748,0
0.436313114,0.242422484,0.042541288,0.009318279,0.72614646,10.28976559,1
0.019084698,0.642149379,0.760381417,0.917219458,0.223625393,11.38010951,1
0.751543935,0.124316473,0.123407293,0.194355767,0.979310433,10.86241966,1
0.980334925,0.08062667,0.045850399,0.508094381,0.206245822,11.67953578,1
0.378723868,0.658435781,0.709135645,0.6324934,0.92900611,17.52855094,0
0.197832411,0.123434299,0.459576034,0.707559695,0.155092903,8.885848603,1
0.914104726,0.633842441,0.177942392,0.783555483,0.509722687,22.71082148,0
0.01012243,0.62370757,0.643374001,0.787394144,0.20921523,8.021294976,1
0.419287179,0.030711523,0.829197496,0.759931968,0.503186926,14.96835423,0
0.532422108,0.128847013,0.61784058,0.02366099,0.585908559,5.727393684,1
0.479504516,0.425177696,0.88147548,0.182012031,0.751483667,15.35824418,0
0.184005965,0.333911721,0.558342553,0.693536675,0.43501356,11.71852302,1
0.001211673,0.111166542,0.977935861,0.519413617,0.37246438,11.396522,1
0.296579564,0.919220313,0.874022657,0.987840738,0.795213307,24.08690342,0
0.303017889,0.15001572,0.515708837,0.987817672,0.568688041,14.76048474,0
0.952658132,0.266841294,0.859671702,0.047111099,0.889429965,15.07036188,0
0.207910667,0.101989851,0.853649674,0.90477643,0.020643655,11.85659082,1
0.166783272,0.189836789,0.598429724,0.389644472,0.909682984,11.79664636,1
0.019052036,0.321368622,0.372566244,0.184408928,0.291411817,5.959279973,1
0.301295509,0.234520757,0.43967713,0.2804214,0.229895909,6.842134814,1
0.848119331,0.591279992,0.172125405,0.654930544,0.284196107,19.85069608,0
0.857240314,0.168454818,0.606093379,0.654405387,0.126630363,11.49612114,1
0.084549336,0.570359053,0.707583904,0.392845717,0.349113727,8.292473176,1
0.644832767,0.113935222,0.169143085,0.365565032,0.425503841,9.846530539,1
0.76312577,0.869516926,0.737059063,0.868382671,0.597539304,20.51165747,0
0.500359582,0.242781526,0.568696825,0.382843709,0.119392302,6.535004446,1
0.52894724,0.002169218,0.51522013,0.18822714,0.790071177,5.862288428,1
0.495886985,0.317401815,0.414556464,0.570357914,0.696397273,14.17889733,1
0.26429909,0.892690096,0.320758397,0.379542677,0.699957699,14.11537356,1
0.884234697,0.280287197,0.911893405,0.916457295,0.73842307,23.30877897,0
0.980974978,0.366586513,0.457474036,0.063837584,0.160235506,12.01841932,1
0.174722834,0.164281324,0.618211031,0.661861757,0.355642974,9.863015846,1
0.630311385,0.499441759,0.228838092,0.630227011,0.670803726,20.43791373,0
0.99220768,0.682948275,0.446333159,0.649280848,0.798535687,17.68336873,0
0.166865502,0.997425798,0.93009028,0.627971007,0.514589235,19.49597859,0
0.304962425,0.247306564,0.009096391,0.54698701,0.170752015,15.05050283,0
0.582632439,0.244511431,0.558090885,0.221911796,0.607076024,10.99452836,1
0.548106134,0.161670937,0.981603345,0.537777411,0.723283913,18.31089475,0
0.543182984,0.811415805,0.12594982,0.164512702,0.89057497,19.86665859,0
0.976508974,0.505960077,0.245245435,0.766743877,0.402945918,22.6517719,0
0.260808714,0.613702418,0.382769512,0.390699522,0.271333386,9.953308406,1
0.251621767,0.388700921,0.643072582,0.827158501,0.734960746,15.41965549,0
0.045672624,0.76217187,0.501259876,0.084566615,0.740050941,6.491599412,1
0.135560709,0.553052519,0.740114551,0.876328251,0.631079762,15.36345771,0
0.475128745,0.450727899,0.810026111,0.477763093,0.322668184,14.51267917,1
0.449546746,0.2099203,0.838594478,0.047693463,0.608824336,8.162476344,1
0.392740804,0.318766967,0.821705584,0.181867222,0.329318625,10.49546016,1
0.723178009,0.542554792,0.641943846,0.741834812,0.771019388,21.26559873,0
0.887643049,0.753712928,0.425993712,0.895572599,0.629825054,20.78940251,0
0.760134791,0.495111245,0.698864055,0.755214856,0.176425651,16.98294432,0
0.024918046,0.931460005,0.080039109,0.275420031,0.111449833,8.637497233,1
0.439693319,0.439412452,0.681021078,0.51933256,0.576398899,16.69138181,0
0.807353323,0.228314773,0.490708806,0.462511703,0.538766762,12.16594265,1
0.565412516,0.127648074,0.843059294,0.896651074,0.221524898,15.51856812,0
0.327868132,0.20424924,0.143108395,0.678870952,0.402948181,14.05682367,1
0.043793145,0.303800166,0.83275509,0.699068438,0.762459682,11.96945505,1
0.200968215,0.920167351,0.174876741,0.675799254,0.235804141,16.48495115,0
0.20610564,0.374821301,0.331322495,0.129546596,0.488442077,6.032721035,1
0.841336174,0.973893643,0.820793649,0.225756867,0.369513774,13.63622975,1
0.929456634,0.404927242,0.001774361,0.637325105,0.381186235,23.78964264,0
0.074139334,0.333722943,0.704347553,0.60864873,0.750505868,13.09010868,1
0.305609614,0.603341228,0.625526554,0.507615587,0.504008025,13.73730601,1
0.793937889,0.475332735,0.454120682,0.130545477,0.298451714,11.71941961,1
0.697045856,0.898677955,0.127527385,0.657777435,0.243517219,19.21739702,0
0.206590435,0.135992245,0.7911609,0.202528136,0.240147207,5.414611504,1
0.917717021,0.110187588,0.363629629,0.41791477,0.552285436,10.32929187,1
0.752159046,0.16531468,0.766794625,0.901334688,0.219296038,16.20728139,0
0.464206378,0.182161842,0.222773776,0.072579927,0.018790432,5.373667205,1
0.964269598,0.30304991,0.464489875,0.966393534,0.16222919,21.31989755,0
0.50711679,0.605318561,0.04491112,0.283440807,0.883489761,19.34927976,0
0.859943044,0.711966906,0.438311301,0.866612474,0.212432114,19.0300189,0
0.847474247,0.255903973,0.444247506,0.166081921,0.301868304,9.237334236,1
0.726087806,0.119669136,0.481908365,0.033378363,0.020225654,2.148753939,1
0.15821041,0.995766228,0.631449076,0.67270448,0.8420237,15.89936051,0
0.067325052,0.410659611,0.299369239,0.316623684,0.772522847,9.941893893,1
0.2039003,0.716177341,0.788997009,0.950951784,0.508792994,18.12027643,0
0.659257157,0.775861893,0.95097659,0.752421388,0.741777067,25.07760415,0
0.071299663,0.445314572,0.645742243,0.045897671,0.972349855,7.432558696,1
0.976892291,0.270520637,0.994507629,0.270756183,0.307795537,17.31070323,0
0.517177338,0.409964483,0.472518593,0.816433655,0.406248403,16.00530292,0
0.941882595,0.440291357,0.312740477,0.635550489,0.952683622,20.8357138,0
0.455210531,0.833948057,0.415190074,0.793046176,0.717822071,22.69900882,0
0.765642011,0.581521838,0.337299622,0.830910616,0.5844867,20.50115911,0
0.354615935,0.894421568,0.325543609,0.375113764,0.203599869,14.28977915,1
0.460531763,0.09377242,0.150263366,0.947842438,0.971911546,20.21183455,0
0.11648539,0.214337503,0.219941284,0.254672774,0.352637125,7.112853777,1
0.546450663,0.903290479,0.42712182,0.974718528,0.921994212,24.77797646,0
0.494396668,0.681002274,0.334662718,0.933875696,0.804534683,23.43039529,0
0.528612718,0.716835171,0.249539522,0.938969273,0.828559522,23.7756957,0
0.422951591,0.018905504,0.882280414,0.087274762,0.336759728,8.272238086,1
0.231513081,0.901299512,0.873836128,0.155944494,0.742206662,12.48578078,1
0.580013093,0.51990872,0.234867453,0.84458653,0.895633865,23.80352647,0
0.383417531,0.754896936,0.054136347,0.88438989,0.804436278,24.83686751,0
0.730998395,0.346559579,0.772951666,0.3696354,0.400587729,16.05907216,0
0.061805675,0.204864396,0.184556334,0.739083438,0.749772902,12.34736399,1
0.878136951,0.394325461,0.88168138,0.204160401,0.270629313,15.70815926,0
0.215567295,0.297733613,0.253144385,0.342327471,0.209415213,8.717971319,1
0.835029529,0.036326592,0.974787504,0.599407633,0.993687429,16.29561989,0
0.022065743,0.918991483,0.626685257,0.887231771,0.714552867,14.85996341,0
0.373576087,0.102077693,0.716350142,0.486072175,0.926159326,13.76468884,1
0.992320158,0.787598977,0.22088498,0.522719656,0.841071403,15.89404831,0
0.584634867,0.91035874,0.844509618,0.140289114,0.990711841,18.83615949,0
0.700696988,0.756446488,0.272281404,0.287000302,0.841296539,16.08825978,0
0.546379333,0.202756063,0.478624023,0.777858854,0.563128945,16.59684886,0
0.016499186,0.249837486,0.865277752,0.104132974,0.90126617,7.149591811,1
0.136633358,0.087537947,0.921502137,0.283813521,0.543916625,10.08826103,1
0.754369047,0.869732765,0.856809609,0.938498974,0.209747002,24.53806068,0
0.635412433,0.596829951,0.678275774,0.557698847,0.371707875,17.9718163,0
0.082171782,0.220394544,0.706144075,0.252284106,0.893536716,7.446815396,1
0.092838384,0.977092861,0.240315203,0.346934467,0.454726692,10.55734769,1
0.323085957,0.238512857,0.646096717,0.527185686,0.701953112,11.43292633,1
0.542474839,0.856717398,0.032888056,0.204928133,0.810519474,20.59538487,0
0.63165243,0.669841337,0.723096147,0.73858409,0.845670619,21.21858442,0
0.854297219,0.264310956,0.009230397,0.863056387,0.288099005,20.16975677,0
0.584280067,0.425861784,0.599907628,0.904139656,0.766891658,20.12448576,0
0.471898016,0.72174702,0.488811446,0.828534203,0.245735969,19.69366371,0
0.908447253,0.071798313,0.342557958,0.473037329,0.910931735,12.15245773,1
0.235653009,0.559526605,0.322117334,0.725667622,0.993045221,15.07305114,0
0.553693098,0.031246932,0.087450857,0.066190601,0.269221497,3.88065798,1
0.221688914,0.418153235,0.894243282,0.574603827,0.395513936,15.28641069,0
0.089107936,0.340361645,0.903037662,0.944207293,0.271154705,14.27676087,1
0.791048122,0.09493806,0.598009755,0.265127012,0.023712227,6.471277403,1
0.51603501,0.191157724,0.571336197,0.3041148,0.922775656,10.61098342,1
0.239679811,0.106749144,0.594674505,0.509637104,0.357326617,8.658540759,1
0.379624159,0.500191257,0.589658456,0.247027562,0.269018262,9.80683725,1
0.13508424,0.873651829,0.345934981,0.638779191,0.661762376,13.65627528,1
0.357083622,0.129579412,0.81073625,0.45204315,0.727107602,11.82465501,1
0.135356122,0.54380029,0.87397972,0.566158447,0.45343099,13.10362106,1
0.727191875,0.962733934,0.221291857,0.518656101,0.932891155,19.36620398,0
0.074921591,0.016274534,0.043521881,0.639723218,0.933053239,13.79372679,1
0.458538962,0.522468409,0.373569919,0.041499334,0.776281804,11.08136788,1
0.793837034,0.48484016,0.826541931,0.679634367,0.900442645,20.80085768,0
0.321439993,0.073498114,0.036302927,0.742371529,0.042112057,12.84318229,1
0.35271219,0.197749046,0.304710984,0.777898123,0.948794432,14.93012937,0
0.176779492,0.362721032,0.49458554,0.535912897,0.411886914,10.25112093,1
0.812318044,0.986835271,0.920524625,0.683669748,0.531917875,16.99515378,0
0.426944954,0.23772301,0.889008333,0.162165466,0.838366866,10.73017,1
0.315697588,0.677338511,0.352844909,0.501174846,0.249487386,12.68013902,1
0.080477185,0.577759683,0.38917266,0.276018292,0.986977331,10.2651909,1
0.382550848,0.243202621,0.704269362,0.840733442,0.054461781,11.64047491,1
0.963068456,0.506634302,0.866810022,0.152549854,0.403438675,17.27190403,0
0.595514414,0.758385632,0.316620627,0.742506447,0.367147107,19.90470747,0
0.799692924,0.995531855,0.329678781,0.986634321,0.946989531,21.22985835,0
0.674360053,0.101402767,0.087902336,0.500172953,0.409895975,14.00248684,1
0.387132551,0.240107447,0.306564957,0.985766305,0.42220375,15.25296491,0
0.520712418,0.127981513,0.11776276,0.759397831,0.257425497,15.26009673,0
0.116297516,0.369227069,0.390373861,0.073017925,0.320365481,2.408298898,1
0.425233326,0.427819304,0.824715383,0.741105369,0.607158637,19.96251417,0
0.067186065,0.045674481,0.780408416,0.602384161,0.226169831,8.951567984,1
0.155760785,0.938000888,0.318048384,0.764503173,0.396991738,14.58604188,1
0.7627546,0.22425271,0.597188464,0.199230543,0.854489811,10.88684597,1
0.676263163,0.791850079,0.970953498,0.945632422,0.267340538,26.68266625,0
